2274,27.209000
2275,27.209000
2276,27.209000
2277,27.209000
2278,27.014000
2279,27.014000
2280,27.014000
2281,27.014000
2282,27.014000
2283,27.014000
2284,27.014000
2285,27.014000
2286,27.011000
2287,38.586000
2288,38.586000
2289,38.586000
2290,38.586000
2291,38.586000
2292,38.550000
2293,38.575000
2294,38.575000
2295,38.575000
2296,38.575000
2297,38.575000
2298,38.575000
2299,38.575000
2300,38.575000
2301,38.562000
2302,38.562000
2303,38.562000
2304,38.562000
2305,38.562000
2306,38.562000
2307,42.897000
2308,42.897000
2309,42.897000
2310,42.897000
2311,42.897000
2312,42.897000
2313,42.897000
2314,42.897000
2315,43.023000
2316,43.023000
2317,43.023000
2318,43.023000
2319,43.023000
2320,43.023000
2321,38.964000
2322,38.964000
2323,38.964000
2324,38.964000
2325,38.964000
2326,38.964000
2327,38.964000
2328,38.964000
2329,38.858000
2330,38.858000
2331,38.858000
2332,38.858000
2333,38.858000
2334,38.858000
2335,39.623000
2336,39.623000
2337,39.623000
2338,39.623000
2339,39.623000
2340,39.623000
2341,39.623000
2342,39.623000
2343,38.808000
2344,38.808000
2345,38.808000
2346,38.808000
2347,38.808000
2348,38.808000
2349,38.932000
2350,38.932000
2351,38.932000
2352,38.932000
2353,38.932000
2354,38.932000
2355,38.932000
2356,38.932000
2357,39.624000
2358,39.624000
2359,39.624000
2360,39.624000
2361,39.624000
2362,39.624000
2363,38.747000
2364,38.747000
2365,38.747000
2366,38.747000
2367,38.747000
2368,38.747000
2369,38.747000
2370,38.747000
2371,39.062000
2372,39.062000
2373,39.062000
2374,39.062000
2375,39.062000
2376,39.062000
2377,39.031000
2378,39.031000
2379,39.031000
2380,39.031000
2381,39.031000
2382,39.031000
2383,39.031000
2384,39.031000
2385,38.834000
2386,38.834000
2387,38.834000
2388,38.834000
2389,38.834000
2390,38.834000
2391,39.525000
2392,39.525000
2393,39.525000
2394,39.525000
2395,39.525000
2396,39.525000
2397,39.525000
2398,39.525000
2399,45.829000
2400,45.829000
2401,45.829000
2402,45.829000
2403,45.829000
2404,45.829000
2405,38.834000
2406,38.834000
2407,38.834000
2408,38.834000
