905,2900.000000
906,0.000000
907,0.000000
908,0.000000
909,0.000000
910,0.000000
911,0.000000
912,4.000000
913,4.000000
914,4.000000
915,4.000000
916,4.000000
917,4.000000
918,4.000000
919,4.000000
920,772.000000
921,772.000000
922,772.000000
923,772.000000
924,772.000000
925,772.000000
926,6994.000000
927,6994.000000
928,6994.000000
929,6994.000000
930,6994.000000
931,6994.000000
932,6994.000000
933,6994.000000
934,7301.000000
935,7301.000000
936,7301.000000
937,7301.000000
938,7301.000000
939,7301.000000
940,8076.000000
941,8076.000000
942,8076.000000
943,8076.000000
944,8076.000000
945,8076.000000
946,8076.000000
947,8076.000000
948,21267.000000
949,21267.000000
950,21267.000000
951,21267.000000
952,21267.000000
953,21267.000000
954,21748.000000
955,21748.000000
956,21748.000000
957,21748.000000
958,21748.000000
959,21748.000000
960,21748.000000
961,21748.000000
962,28646.000000
963,28646.000000
964,28646.000000
965,28646.000000
966,28646.000000
967,28646.000000
968,31446.000000
969,31446.000000
970,31446.000000
971,31446.000000
972,31446.000000
973,31446.000000
974,31446.000000
975,31446.000000
976,32468.000000
977,32468.000000
978,32468.000000
979,32468.000000
980,32468.000000
981,32468.000000
982,31671.000000
983,31671.000000
984,31671.000000
985,31671.000000
986,31671.000000
987,31671.000000
988,31671.000000
989,31671.000000
990,31671.000000
991,31671.000000
992,31671.000000
993,31671.000000
994,31671.000000
995,31671.000000
996,31978.000000
997,31978.000000
998,31978.000000
999,31978.000000
1000,31978.000000
1001,31978.000000
1002,31978.000000
1003,31978.000000
1004,31671.000000
1005,31671.000000
1006,31671.000000
1007,31671.000000
1008,31671.000000
1009,31671.000000
1010,31671.000000
1011,31671.000000
1012,31671.000000
1013,31671.000000
1014,31671.000000
1015,31671.000000
1016,31671.000000
1017,31671.000000
1018,31671.000000
1019,31671.000000
1020,31671.000000
1021,31671.000000
1022,31671.000000
1023,31671.000000
1024,31671.000000
1025,31671.000000
1026,31671.000000
1027,31671.000000
1028,31671.000000
1029,31671.000000
1030,31671.000000
1031,31671.000000
1032,31978.000000
1033,31978.000000
1034,31978.000000
1035,31978.000000
1036,31978.000000
1037,31978.000000
1038,32498.000000
1039,32498.000000
1040,32498.000000
1041,32498.000000
1042,32498.000000
1043,32498.000000
1044,32498.000000
1045,32498.000000
1046,31671.000000
1047,31671.000000
1048,31671.000000
1049,31671.000000
1050,31671.000000
1051,31671.000000
1052,31671.000000
1053,31671.000000
1054,31671.000000
1055,31671.000000
1056,31671.000000
1057,31671.000000
1058,31671.000000
1059,31671.000000
1060,31671.000000
1061,31671.000000
1062,31671.000000
1063,31671.000000
1064,31671.000000
1065,31671.000000
1066,31671.000000
1067,31671.000000
1068,31671.000000
1069,31671.000000
1070,31671.000000
